,title,url,discounted_price,original_price,discount
330,CUBOT V1 Smart Bracelet Touch Screen Big Battery Sports Tracker E-517507-C3,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/cubot-v1-smart-bracelet-touch-screen-big-battery-sports-tracker-p-161452.html,11.99,14.31,16.21
331,"Сотовый телефон 2,0"" сенсорный экран 4 SIM карты P01-F160",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/4-sim-quad-sim-qwerty-tv-mobile-phone-with-java-bluetooth-p-14159.html,64.9,77.32,16.06
332,Stylish Bracelet Quartz Watch w/ 3 False Sub-dial f Women WWM-241857,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/stylish-bracelet-quartz-watch-w-3-false-sub-dial-f-women-p-107996.html,9.59,11.42,16.02
333,(ZOPO) HD Screen Guard Protective Film for ZOPO C2 MTH-222586,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/zopo-hd-screen-guard-protective-film-for-zopo-c2-p-103310.html,2.99,3.56,16.009999999999998
334,Stylish Bracelet Quartz Watch w/ 3 False Sub-dial f Women WWM-241857,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/stylish-bracelet-quartz-watch-w-3-false-sub-dial-f-women-p-107996.html,9.56,11.38,15.989999999999998
335,Stylish Bracelet Quartz Watch w/ 3 False Sub-dial f Women WWM-241857,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/stylish-bracelet-quartz-watch-w-3-false-sub-dial-f-women-p-107996.html,9.56,11.38,15.989999999999998
336,"LETV LE 2 MTK6797 Deca-core 3GB RAM 16GB ROM 5.5"" Android 6.0 Phone P04-X620",https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/letv-le-2-mtk6797-deca-core-3gb-ram-16gb-rom-55-android-60-phone-p-160742.html,157.21,186.69,15.790000000000001
337,2-In-1 SD/ TF Card Reader with USB/ Micro-USB OTG Adapter EPA-558805,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/2-in-1-sd-tf-card-reader-with-usb-micro-usb-otg-adapter-p-177894.html,2.35,2.77,15.160000000000002
338,7-in-1 Makeup Brushes Cosmetic Brushes Set HBI-242280,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/7-in-1-makeup-brushes-cosmetic-brushes-set-color-assorted-p-108063.html,5.39,6.35,15.120000000000001
339,2 x Protective TPU Antiskid Button Caps for Xbox One Controller EVG-262103,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/2-x-protective-tpu-antiskid-button-caps-for-xbox-one-controller-p-113977.html,1.18,1.39,15.110000000000001
340,2pcs Antiskid TPU Button Caps for PS4 Controller - White EVG-264086,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/2pcs-antiskid-tpu-button-caps-for-ps4-controller-white-p-113969.html,1.18,1.39,15.110000000000001
341,(CURREN) Genuine Leather Strap Quartz Watch Timepiece f Men WMN-250517,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/curren-genuine-leather-strap-quartz-watch-timepiece-f-men-p-110601.html,6.36,7.49,15.09
342,Cleverish Solar Powered Key Ring with Flashlight FSI-205972,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/cleverish-solar-powered-key-ring-with-flashlight-p-97904.html,1.69,1.99,15.079999999999998
343,7-in-1 Makeup Brushes Cosmetic Brushes Set HBI-242280,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/7-in-1-makeup-brushes-cosmetic-brushes-set-color-assorted-p-108063.html,5.41,6.37,15.07
344,Headphone Microphone for Sony Play Station 4  EVG-260487,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/headphone-microphone-for-sony-play-station-4-p-113436.html,6.39,7.52,15.03
345,Mini Rechargeable 3.5-CH RC Helicopter with Gyroscope FAP-249778,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/mini-rechargeable-35-ch-rc-helicopter-with-gyroscope-p-110919.html,22.86,26.9,15.02
346,Wireless Bluetooth V4.0 DualShock3 Controller for PS3 EVG-262425,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/wireless-bluetooth-v40-dualshock3-controller-for-ps3-p-113627.html,14.83,17.45,15.010000000000002
347,Wireless Bluetooth V4.0 DualShock3 Controller for PS3 EVG-262418,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/wireless-bluetooth-v40-dualshock3-controller-for-ps3-p-113626.html,15.06,17.71,14.96
348,Doggy Butane Lighter w/ LED and Sound Effect FJL-8537,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/doggy-butane-lighter-w-led-and-sound-effect-p-8402.html,3.01,3.53,14.729999999999999
349,DZ09 Dialer Smart Watch Phone + New Silicone Bracelet Digital LED KB-516335,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/dz09-dialer-smart-watch-phone-new-silicone-bracelet-digital-led-p-160017.html,14.79,17.33,14.66
350,Складная  беспроводные гарнитура с кабелем mini USB  CHS-166116,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/folding-design-card-wireless-headphone-headset-earpieces-p-86473.html,14.99,17.56,14.64
351,MD81 Mini WiFi IP CCTV Surveillance Camera DV for Android iPhone PC EVC-330074,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/md81-mini-wifi-ip-cctv-surveillance-camera-dv-for-android-iphone-pc-p-134168.html,16.27,19.05,14.59
352,X3-02 4-Axis 3D 2.4GHz Wireless UFO RC Helicopter Toy for Kids FAP-204294,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/x3-02-4-axis-3d-24ghz-wireless-ufo-rc-helicopter-toy-for-kids-p-97112.html,46.44,54.37,14.59
353,X3-02 4-Axis 3D 2.4GHz Wireless UFO RC Helicopter Toy for Kids FAP-204294,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/x3-02-4-axis-3d-24ghz-wireless-ufo-rc-helicopter-toy-for-kids-p-97112.html,46.28,54.18,14.580000000000002
354,"XIAOMI MI 5S 64GB ROM 5.15"" FHD Snapdragon 821 Android 6.0 4G Phone P03-MI5S",https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/xiaomi-mi-5s-64gb-rom-515-fhd-snapdragon-821-android-60-4g-phone-p-162019.html,338.99,396.25,14.45
355,3-LED Solar Powered Fence Gutter Light Outdoor Wall Pathway Light HSL-229667,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/3-led-solar-powered-fence-gutter-light-outdoor-wall-pathway-light-p-104599.html,5.37,6.27,14.35
356,"(ONDA) V975 9.7"" Retina IPS Android 4.2 Quad-core Tablet PC L-237415",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/onda-v975-97-retina-ips-android-422-quad-core-tablet-pc-p-107522.html,223.99,261.3,14.280000000000001
357,Portable Neck Cervical Therapy Massager Body Health Item-Color Random BKH-293473,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/portable-neck-cervical-therapy-massager-body-health-item-color-random-p-124042.html,15.43,17.97,14.13
358,(TECLAST) Taipower X30SE 4G Button MP3 Player - Black M-238185,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/teclast-taipower-x30se-4g-button-mp3-player-black-p-107500.html,26.94,31.34,14.04
359,Warm Cotton Duck Down Patchwork Jacket Coats With Hoodie for Men NMD-249082,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/warm-cotton-duck-down-patchwork-jacket-coats-with-hoodie-for-men-p-110327.html,53.11,61.61,13.8
360,"1.2"" Footstep Shaped Mini Mobile Cell Phone with Camera P081-123",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/12-footstep-shaped-single-sim-mini-mobile-cell-phone-w-camera-p-48487.html,42.28,48.93,13.59
361,ZEALOT Bluetooth 4.0 Waterproof Speaker w/ Power Bank f Smartphone HHITH-459346,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/zealot-bluetooth-40-waterproof-speaker-w-power-bank-f-smartphone-p-157987.html,16.04,18.55,13.530000000000001
362,Game Grip +2 Cases for iPhone 4G iPod Touch2nd &3rd Gen MHD-8434,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/game-grip-2-cases-for-iphone-4g-ipod-touch2nd-3rd-gen-p-7882.html,13.5,15.61,13.52
363,Pink Mini Hello Kitty Style USB 1200dpi Optical Mouse CMS-21251,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/pink-mini-hello-kitty-style-usb-1200dpi-optical-mouse-p-17568.html,6.02,6.96,13.51
364,3.5mm Male to 3.5mm Male Jack Audio Extended Cable MCB-211528,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/35mm-male-to-35mm-male-jack-audio-extended-cable-125mm-p-99561.html,2.0,2.31,13.420000000000002
365,"G800B 2.7"" LCD Screen  4 x Digital 1080P FHD Car Rearview Mirror VDV-253876",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/g800b-27-lcd-screen-4-x-digital-1080p-fhd-car-rearview-mirror-p-112003.html,69.75,80.53,13.389999999999999
366,Camera Bluetooth Mobile Cell Phone with FM Radio Flashlight P07-6600,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/camera-bluetooth-mobile-cell-phone-with-fm-radio-flashlight-p-14483.html,46.32,53.3,13.100000000000001
367,3-in-1 Jewelry Set/ Necklace + Earrings + Finger Ring for Women NAF-156006,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/3-in-1-jewelry-set-necklace-earrings-finger-ring-for-women-p-82996.html,4.41,5.07,13.020000000000001
368,Original Xiaomi Piston Dazzle Edition Earphones with Mic EEP-455477-C3,https://web.archive.org/web/20190225123327/https:/www.tinydeal.com/original-xiaomi-piston-dazzle-edition-earphones-with-mic-p-160055.html,5.84,6.71,12.97
369,Round 3-mode LED Clip-on Pet Safety Light Pendant HPA-245057,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/round-3-mode-led-clip-on-pet-safety-light-pendant-p-109938.html,2.73,3.13,12.78
370,CF Miniature Metal Gun Toy with Keychain - Golden FTY-24012,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/cf-miniature-metal-gun-toy-with-keychain-golden-p-20112.html,4.76,5.45,12.659999999999998
371,Christmas Tree Style E27 RGB LED Fiber Light Bulb AC 85-260V  HLT-258563,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/christmas-tree-style-e27-rgb-led-fiber-light-bulb-ac-85-260v-p-114675.html,5.4,6.18,12.620000000000001
372,Christmas Tree Style E27 RGB LED Fiber Light Bulb AC 85-260V  HLT-258563,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/christmas-tree-style-e27-rgb-led-fiber-light-bulb-ac-85-260v-p-114675.html,5.4,6.18,12.620000000000001
373,Multi-Color Nail Polisher Sponge Nail Polishing File BBI-262439,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/multi-color-nail-polisher-sponge-nail-polishing-file-p-113994.html,1.46,1.67,12.57
374,Men's Watch with Black PU Leather Band W4-LD128,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/mens-watch-with-black-pu-leather-band-p-6343.html,12.29,14.05,12.53
375,"(IPPO) P7 7"" Android 4.2.2 8GB MTK8389 3G фаблет с GPS TV L-244781",https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/ippo-p7-7-android-422-8gb-mtk8389-3g-phablet-w-gps-tv-p-109080.html,136.99,156.62,12.53
376,"2.4"" QWERTY Keyboard Slide Mobile Phone with TV Java  P01-E89",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/24-qwerty-keyboard-slide-mobile-phone-with-tv-java-p-2450.html,63.42,72.48,12.5
377,BASEUS 1M Magnetic Charge Cable + Detachable Micro USB Metal Plug EPACB-517039,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/baseus-1m-magnetic-charge-cable-detachable-micro-usb-metal-plug-p-160428.html,8.19,9.36,12.5
378,"(UMI) C1 6.44"" LTPS FHD OGS Screen MTK6589T Android 4.2 Phone P07-UMC1",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/umi-c1-cross-644-ltps-fhd-ogs-mtk6589t-android-42-phone-p-111129.html,349.99,399.99,12.5
379,(WEIDE) Analog-Digital LED Watch Wristwatch w/ Steel Band f Men WMN-211243,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/weide-analog-digital-led-watch-wristwatch-w-steel-band-f-men-p-99641.html,20.17,23.05,12.49
380,Stylish PU Leather Quartz Bracelet Wrist Watch for Women WWM-255919,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/stylish-pu-leather-quartz-bracelet-wrist-watch-for-women-p-112280.html,4.49,5.13,12.479999999999999
381,(ALIKE) 50M Waterproof Square Case Digital Watch w/ Alarm f Men WWT-263867,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/alike-50m-waterproof-square-case-digital-watch-w-alarm-f-men-p-114109.html,7.54,8.61,12.43
382,Mini USB HiFi Stereo Speaker for PC CUSBSK02,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/mini-usb-hifi-stereo-speaker-for-pc-p-2230.html,13.1,14.95,12.370000000000001
383,FIL Cool Solder Warrior Pattern Car Decal Sticker - Black RST-266923,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/fil-cool-solder-warrior-pattern-car-decal-sticker-black-p-115123.html,3.15,3.59,12.26
384,Hard Case with Evil Skeleton Image for iPhone 4G MHC-7550,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/hard-case-with-evil-skeleton-image-for-iphone-4g-4s-p-7036.html,2.29,2.61,12.26
385,Rechargeable 2-Channel R/C Helicopter with Remote Control FAP-102215,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/rechargeable-2-channel-rc-helicopter-with-remote-control-p-63577.html,16.7,19.03,12.24
386,"2.0"" 4-SIM QUAD SIM TV FM QWERTY Mobile Cell Phone P01-F52",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/20-4-sim-quad-sim-tv-fm-qwerty-mobile-cell-phone-p-35120.html,38.67,44.02,12.15
387,Foldable Knife Stainless Steel Folding Hunting Oudoor Survival Knives S-513596,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/foldable-knife-stainless-steel-folding-hunting-oudoor-survival-knives-p-159472.html,4.59,5.22,12.07
388,Mini Stand for iPad CCA-6831,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/mini-stand-for-ipad-1-p-6381.html,3.0,3.41,12.02
389,"(AOSON) M33 9.7"" Capacitive Retina Screen Quad-Core 16G Table PC L-186751",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/aoson-m33-97-capacitive-retina-screen-quad-core-16g-table-pc-p-92086.html,220.69,250.57,11.92
390,3pcs HD Screen Guard Protective Film for Lenovo A820 MTH-191915,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/3pcs-hd-screen-guard-protective-film-for-lenovo-a820-p-93802.html,2.29,2.6,11.92
391,"Seagate Expansion 1TB 2.5"" USB 3.0 Mobile Hard Disk Drive HDD CHP-199025",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/seagate-expansion-1tb-25-usb-30-mobile-hard-disk-drive-hdd-p-95979.html,89.44,101.48,11.86
392,NO.1 G3 Смарт Часы Терефон Полный Круговой Dialer E-506787-C3,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/no1-g3-smart-watch-phone-full-circle-dialer-heart-rate-monitor-p-160076.html,46.39,52.58,11.77
393,(HTM)  X5292 3.5“ preadtrum S7710 Android 2.3.6 3G Smart Phone P081-X5292,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/htm-x5292-35“-preadtrum-s7710-android-236-3g-smart-phone-p-111825.html,52.99,59.99,11.67
394,Electric Foot Callous Dry Skin Remover HHI-262108,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/electric-foot-callous-dry-skin-remover-p-113976.html,9.99,11.29,11.51
395,QQ Duck Shaped Tissue Box with Wet Wipes HHI-15275,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/qq-duck-shaped-tissue-box-with-wet-wipes-p-13742.html,7.26,8.18,11.25
396,"Мини-Храп Нос Клипы Храп Устройств, Храп Вилка Антивирус Храп DTH-499950",https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/mini-snoring-nose-clips-snoring-device-snoring-plug-anti-snoring-p-157829.html,1.28,1.44,11.110000000000001
397,(SYLLABLE) G05 Folding Stereo Headphones w/Mic Line Controller CHS-246370,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/syllable-g05-wired-folding-headphones-wmic-line-controller-p-109610.html,38.63,43.34,10.870000000000001
398,9Pig Luminous Newton's Cradle Pendulum Ball w 3 Modes Toy TDS-362103,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/9pig-luminous-newtons-cradle-pendulum-ball-w-3-modes-toy-p-142113.html,35.89,40.25,10.83
399,"Телефон (ZOPO) ZPC3 5.0"" FHD MTK6589T Android 4.2.1 3G  P05-ZPC3",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/zopo-zpc3-5-fhd-mtk6589t-android-421-3g-phone-p-102607.html,249.99,279.99,10.71
400,"(ZOPO) ZPC3 5.0"" MTK6589T 4-Core Android 4.2.1 3G Smart Phone P07-ZPC3",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/zopo-zpc3-5-mtk6589t-4-core-android-421-3g-smart-phone-p-97869.html,249.99,279.99,10.71
401,"2.7"" LCD 1080PFHD 140°Wide Angle Car DVR Driving Recorder w/HDMI VDV-223829",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/27-lcd-1080pfhd-140°wide-angle-car-dvr-driving-recorder-whdmi-p-102658.html,39.85,44.55,10.549999999999999
402,"2.7"" LCD 1080PFHD 140°Wide Angle Car DVR Driving Recorder w/HDMI VDV-223829",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/27-lcd-1080pfhd-140°wide-angle-car-dvr-driving-recorder-whdmi-p-102658.html,39.85,44.55,10.549999999999999
403,"(TIMMY) E6582 5"" IPS FHD MTK6582 1.3GHz Android 4.2.2 3G Phone P01-E6582",https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/timmy-e6582-5-ips-fhd-mtk6582-13ghz-android-422-3g-phone-p-113891.html,169.99,189.99,10.530000000000001
404,(TOGEX) Cool мужские кварцевые часы WMN-115948,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/togex-cool-wide-band-quartz-watch-for-men-p-68392.html,4.29,4.79,10.440000000000001
405,Gradient Men's Glasses Fashion Sunglasses PC Full Rim Glasses NAG-248002,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/gradient-mens-glasses-fashion-sunglasses-pc-full-rim-glasses-p-109685.html,5.42,6.05,10.41
406,"2-in-1 7"" Android 4.0 4GB WiFi Netbook w/2.4 GHz Mouse KB-248341",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/2-in-1-7-android-40-4gb-wifi-netbook-w24-ghz-mouse-p-110273.html,82.38,91.89,10.35
407,"7"" 4GB E-Book Reader Portable Media Player PDF Reader - White B-181643",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/7-4gb-e-book-reader-portable-media-player-pdf-reader-white-p-90832.html,52.99,59.1,10.34
408,SHO-ME 525+ 360 Degrees Radar Detector for Car - Black RGP-251656,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/sho-me-525-360-degrees-radar-detector-for-car-black-p-111251.html,50.95,56.81,10.32
409,Waterproof PNP 1.0MP 720P HD 22 IR-LED Wifi Security Camera SCM-266869,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/waterproof-pnp-10mp-720p-hd-22-ir-led-wifi-security-camera-p-115009.html,147.85,164.67,10.209999999999999
410,(CURREN) Genuine Leather Quartz Wrist Watch w/ Date for Men WMN-233363,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/curren-genuine-leather-quartz-wrist-watch-w-date-for-men-p-105551.html,10.39,11.57,10.2
411,Purity Floral Lace Mid Sleeve Crewneck Tunic Elegant Dresses NWO-210422,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/purity-floral-lace-mid-sleeve-crewneck-tunic-elegant-dresses-p-99076.html,15.8,17.59,10.18
412,Новый большой LCD шагомер  HKEFPM01,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/pocket-pedometer-calorie-distance-counter-p-2592.html,2.47,2.75,10.18
413,(CURREN) Genuine Leather Quartz Wrist Watch w/ Date for Men WMN-233363,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/curren-genuine-leather-quartz-wrist-watch-w-date-for-men-p-105551.html,10.43,11.61,10.16
414,0.8m Micro USB 3.0 Sync Charging Cable for Samsung Galaxy Note 3 EPACB-266143,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/08m-micro-usb-30-sync-charging-cable-for-samsung-galaxy-note-3-p-114365.html,2.85,3.17,10.09
415,Universal Plastic Stand Holder w/ Brush for iPhone iPad EPAHD-261438,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/universal-plastic-stand-holder-w-brush-for-iphone-ipad-p-113698.html,3.39,3.77,10.08
416,MERCURY MW300R 300Mbps IEE802.11n/b/g Wireless Router CNP-242616,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/mercury-mw300r-300mbps-iee80211nbg-wireless-router-p-108836.html,21.65,24.06,10.02
417,MERCURY MW300R 300Mbps IEE802.11n/b/g Wireless Router CNP-242616,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/mercury-mw300r-300mbps-iee80211nbg-wireless-router-p-108836.html,21.65,24.06,10.02
418,Wireless QI Charging Receriver Case Sleeve f iPhone 5/ 5s EPATH-266879,https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/wireless-qi-charging-receriver-case-sleeve-f-iphone-5-5s-p-114887.html,13.3,14.78,10.01
419,"(TECLAST) P89 Mini 7.9"" IPS Android 4.2.2 Intel Atom Tablet  ETC-258290",https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/teclast-p89-mini-79-ips-android-422-intel-atom-tablet-p-113048.html,197.79,219.76,10.0
420,"4.3"" Double Rocker 8GB Game Console with AV-Out/Camera - Blue GM5-256544",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/43-double-rocker-8gb-game-console-with-av-outcamera-blue-p-112545.html,36.8,40.89,10.0
421,"4.3"" Ultra-thin 8GB Game Console with AV-Out/Camera - Black GM5-256455",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/43-ultra-thin-8gb-game-console-with-av-outcamera-black-p-112419.html,35.74,39.71,10.0
422,"4.3"" Double Rocker 8GB Game Console with AV-Out/Camera - Blue GM5-256544",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/43-double-rocker-8gb-game-console-with-av-outcamera-blue-p-112545.html,36.93,41.03,9.99
423,Aurora Z601 3D Printer  3D Flatbed Printer High Precision  RUL-256662,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/aurora-z601-3d-printer-3d-flatbed-printer-high-precision-p-112605.html,602.9,668.9,9.87
424,"(IPPO) F978 9.7"" Android 4.2 MTK8389 3G Tablet Phone w/ GPS TV L-234515",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/ippo-f978-97-android-42-mtk8389-3g-tablet-phone-w-gps-tv-p-106282.html,219.99,243.4,9.62
425,"(IPPO) F978 9.7"" Android 4.2 MTK8389 3G Tablet Phone w/ GPS TV L-234515",https://web.archive.org/web/20131210151330/http://www.tinydeal.com/ru/ippo-f978-97-android-42-mtk8389-3g-tablet-phone-w-gps-tv-p-106282.html,220.77,244.26,9.62
426,Square Box Xiaomi BT 4.0 Hands-free Speaker w/ Mic HHITH-392622,https://web.archive.org/web/20160902073610/http:/www.tinydeal.com/square-box-xiaomi-bt-40-hands-free-speaker-w-mic-p-149099.html,21.85,24.13,9.45
427,"(ONDA) V972 9.7"" Retina Android 4.1 32GB 4-ядра Планшет L-185560",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/onda-v972-97-retina-android-41-32gb-quad-core-tablet-pc-p-92076.html,234.49,258.89,9.42
428,Plastic Shaker Bottle Blender Bottle HLI-156098,https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/plastic-shaker-bottle-blender-bottle-p-82990.html,5.44,6.0,9.33
429,Multifunctional Rechargeable Hair Clipper - Color Assorted HBI-88179,https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/multifunctional-rechargeable-hair-clipper-color-assorted-p-58363.html,17.21,18.94,9.13
430,LED Display Car Charger 4.8A Dual USB Smart Output Car Charger RCG-519053,https://web.archive.org/web/20161226164713/https:/www.tinydeal.com/led-display-car-charger-48a-dual-usb-smart-output-car-charger-p-161370.html,7.7,8.46,8.98
431,Skin Case for iPad CIPASC02,https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/skin-case-for-ipad-1-p-2030.html,5.02,5.5,8.73
432,GT08 Smart Watch Phone 2.5D Screen Dialer Sleep Calories Monitor E-511432,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/gt08-smart-watch-phone-25d-screen-dialer-sleep-calories-monitor-p-158992.html,16.17,17.65,8.39
433,"(IPPO) P7 7"" Android 4.2.2 8GB MTK8389 3G фаблет с GPS TV L-244781",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/ippo-p7-7-android-422-8gb-mtk8389-3g-phablet-w-gps-tv-p-109080.html,142.99,156.07,8.38
434,"2.0"" eBook Alarm Flip Watch Mobile Cell Phone P01-V666",https://web.archive.org/web/20120919072342/http://www.tinydeal.com/ru/20-ebook-alarm-flip-watch-mobile-cell-phone-p-35827.html,58.45,63.75,8.309999999999999
435,Electronic Neck-Cooling Massager Health Item - Color Assorted HKH-217863,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/electronic-neck-cooling-massager-health-item-color-assorted-p-101085.html,15.69,17.11,8.3
436,Remote Control Vaginal Muscles Training Bead + Vibrator Egg HNW-222340,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/remote-control-vaginal-muscles-training-bead-vibrator-egg-p-110926.html,33.29,36.25,8.17
437,3D Printer Material ABS Filaments 1.75mm 1kg Plastic Cable EPC-266046,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/3d-printer-material-abs-filaments-175mm-1kg-plastic-cable-p-113973.html,50.77,55.19,8.01
438,"2.5"" 720P Car DVR Recorder 6 LED Infrared Night Vision Camera RGP-515638",https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/25-720p-car-dvr-recorder-6-led-infrared-night-vision-camera-p-160021.html,15.91,17.29,7.9799999999999995
439,"4.0"" 2 SIM 4 Band разблокированный мобильный телефон P05-I9300JX",https://web.archive.org/web/20131113073653/http://www.tinydeal.com/ru/40-2-sim-4-band-mobile-cell-phone-w-tvjavabluetooth-wifi-p-68381.html,41.99,45.49,7.6899999999999995
440,Casual Cotton Blend Long Sleeve Men's Shirts for Boy Men DCD-269999,https://web.archive.org/web/20131220020812/http://www.tinydeal.com/ru/casual-cotton-blend-long-sleeve-mens-shirts-for-boy-men-p-115196.html,17.92,19.39,7.580000000000001
441,Original Xiaomi Dual Driver Stereo In-ear Earphone with Mic IEM EEP-490873,https://web.archive.org/web/20161226163139/https:/www.tinydeal.com/original-xiaomi-dual-driver-stereo-in-ear-earphone-with-mic-iem-p-156864.html,17.88,19.3,7.359999999999999
442,"(OUCCA) DV-T95 2.7"" 16MP COMS 720P HD 16X Digital Zoom Camcorder VDV-221189",https://web.archive.org/web/20131209090029/http://www.tinydeal.com/ru/oucca-dv-t95-27-16mp-coms-720p-hd-16x-digital-zoom-camcorder-p-101689.html,58.99,63.59,7.23
